2025-09-26T17:53:46.406900Z,-154.81
2025-09-26T17:53:48.547337Z,-152.78
2025-09-26T17:53:50.614126Z,-156.63
2025-09-26T17:53:53.712305Z,-149.03
2025-09-26T17:53:55.742271Z,-156.65
2025-09-26T17:53:57.749682Z,-152.06
2025-09-26T17:53:59.558226Z,-149.71
2025-09-26T17:54:03.057280Z,-154.82
2025-09-26T17:54:04.621787Z,-153.44
2025-09-26T17:54:06.107580Z,-151.32
2025-09-26T17:54:07.800821Z,-157.14
2025-09-26T17:54:10.748690Z,-153.64
2025-09-26T17:54:12.740041Z,-146.36
2025-09-26T17:54:14.608460Z,-148.88
2025-09-26T17:54:16.369426Z,-154.22
2025-09-26T17:54:18.480342Z,-154.90
2025-09-26T17:54:20.384887Z,-147.76
2025-09-26T17:54:22.271130Z,-152.45
2025-09-26T17:54:24.476353Z,-149.97
2025-09-26T17:54:25.880972Z,-148.67
2025-09-26T17:54:28.487034Z,-149.08
2025-09-26T17:54:30.760948Z,-150.22
2025-09-26T17:54:33.077151Z,-154.38
2025-09-26T17:54:34.668797Z,-151.60
2025-09-26T17:54:37.402082Z,-150.52
2025-09-26T17:54:39.632962Z,-152.94
2025-09-26T17:54:42.279831Z,-146.41
2025-09-26T17:54:44.188329Z,-151.37
2025-09-26T17:54:46.185838Z,-152.44
2025-09-26T17:54:47.185838Z,-152.39
2025-09-26T17:54:48.185838Z,-150.54
2025-09-26T17:54:49.185838Z,-152.16
2025-09-26T17:54:50.185838Z,-149.90
2025-09-26T17:54:51.185838Z,-154.48
2025-09-26T17:54:52.185838Z,-153.23
2025-09-26T17:54:53.185838Z,-150.50
2025-09-26T17:54:54.185838Z,-153.69
2025-09-26T17:54:55.185838Z,-154.27
2025-09-26T17:54:56.185838Z,-150.23
2025-09-26T17:54:57.185838Z,-149.12
2025-09-26T17:54:58.185838Z,-153.20
2025-09-26T17:54:59.185838Z,-152.25
2025-09-26T17:55:00.185838Z,-151.10
2025-09-26T17:55:01.185838Z,-152.06
2025-09-26T17:55:02.185838Z,-148.61
2025-09-26T17:55:03.185838Z,-155.48
2025-09-26T17:55:04.185838Z,-153.17
2025-09-26T17:55:05.185838Z,-152.64
2025-09-26T17:55:06.185838Z,-151.66
2025-09-26T17:55:07.185838Z,-149.13
2025-09-26T17:55:08.185838Z,-152.91
2025-09-26T17:55:09.185838Z,-149.64
2025-09-26T17:55:10.185838Z,-144.70
