2025-09-26T17:53:46.406900Z,-155.11
2025-09-26T17:53:48.547337Z,-157.17
2025-09-26T17:53:50.614126Z,-154.20
2025-09-26T17:53:53.712305Z,-162.80
2025-09-26T17:53:55.742271Z,-160.33
2025-09-26T17:53:57.749682Z,-163.67
2025-09-26T17:53:59.558226Z,-162.09
2025-09-26T17:54:03.057280Z,-159.17
2025-09-26T17:54:04.621787Z,-157.55
2025-09-26T17:54:06.107580Z,-158.78
2025-09-26T17:54:07.800821Z,-157.96
2025-09-26T17:54:10.748690Z,-157.95
2025-09-26T17:54:12.740041Z,-159.85
2025-09-26T17:54:14.608460Z,-155.69
2025-09-26T17:54:16.369426Z,-162.88
2025-09-26T17:54:18.480342Z,-161.23
2025-09-26T17:54:20.384887Z,-155.84
2025-09-26T17:54:22.271130Z,-160.75
2025-09-26T17:54:24.476353Z,-159.40
2025-09-26T17:54:25.880972Z,-163.85
2025-09-26T17:54:28.487034Z,-157.41
2025-09-26T17:54:30.760948Z,-157.83
2025-09-26T17:54:33.077151Z,-156.91
2025-09-26T17:54:34.668797Z,-160.98
2025-09-26T17:54:37.402082Z,-161.48
2025-09-26T17:54:39.632962Z,-159.51
2025-09-26T17:54:42.279831Z,-159.89
2025-09-26T17:54:44.188329Z,-158.61
2025-09-26T17:54:46.185838Z,-158.52
2025-09-26T17:54:47.185838Z,-159.79
2025-09-26T17:54:48.185838Z,-162.18
2025-09-26T17:54:49.185838Z,-158.05
2025-09-26T17:54:50.185838Z,-161.49
2025-09-26T17:54:51.185838Z,-158.16
2025-09-26T17:54:52.185838Z,-158.56
2025-09-26T17:54:53.185838Z,-159.85
2025-09-26T17:54:54.185838Z,-154.14
2025-09-26T17:54:55.185838Z,-158.40
2025-09-26T17:54:56.185838Z,-159.46
2025-09-26T17:54:57.185838Z,-161.81
2025-09-26T17:54:58.185838Z,-160.97
2025-09-26T17:54:59.185838Z,-155.91
2025-09-26T17:55:00.185838Z,-161.28
2025-09-26T17:55:01.185838Z,-152.75
2025-09-26T17:55:02.185838Z,-159.88
2025-09-26T17:55:03.185838Z,-158.85
2025-09-26T17:55:04.185838Z,-161.48
2025-09-26T17:55:05.185838Z,-156.89
2025-09-26T17:55:06.185838Z,-162.79
2025-09-26T17:55:07.185838Z,-160.16
2025-09-26T17:55:08.185838Z,-158.57
2025-09-26T17:55:09.185838Z,-158.47
2025-09-26T17:55:10.185838Z,-162.42
2025-09-26T17:55:11.185838Z,-158.45
2025-09-26T17:55:12.185838Z,-163.98
2025-09-26T17:55:13.185838Z,-155.70
2025-09-26T17:55:14.185838Z,-156.35
2025-09-26T17:55:15.185838Z,-153.71
2025-09-26T17:55:16.185838Z,-164.84
2025-09-26T17:55:17.185838Z,-163.99
2025-09-26T17:55:18.185838Z,-151.50
2025-09-26T17:55:19.185838Z,-156.85
2025-09-26T17:55:20.185838Z,-158.40
2025-09-26T17:55:21.185838Z,-157.39
2025-09-26T17:55:22.185838Z,-161.11
2025-09-26T17:55:23.185838Z,-158.74
2025-09-26T17:55:24.185838Z,-157.80
2025-09-26T17:55:25.185838Z,-156.26
2025-09-26T17:55:26.185838Z,-157.30
2025-09-26T17:55:27.185838Z,-160.70
2025-09-26T17:55:28.185838Z,-153.00
2025-09-26T17:55:29.185838Z,-160.54
2025-09-26T17:55:30.185838Z,-155.29
2025-09-26T17:55:31.185838Z,-158.68
2025-09-26T17:55:32.185838Z,-157.39
2025-09-26T17:55:33.185838Z,-155.52
2025-09-26T17:55:34.185838Z,-158.85
2025-09-26T17:55:35.185838Z,-158.15
2025-09-26T17:55:36.185838Z,-157.88
2025-09-26T17:55:37.185838Z,-164.07
2025-09-26T17:55:38.185838Z,-160.16
2025-09-26T17:55:39.185838Z,-156.06
2025-09-26T17:55:40.185838Z,-162.28
2025-09-26T17:55:41.185838Z,-155.45
2025-09-26T17:55:42.185838Z,-160.33
2025-09-26T17:55:43.185838Z,-161.18
2025-09-26T17:55:44.185838Z,-158.73
2025-09-26T17:55:45.185838Z,-156.11
2025-09-26T17:55:46.185838Z,-160.62
2025-09-26T17:55:47.185838Z,-158.93
2025-09-26T17:55:48.185838Z,-152.50
2025-09-26T17:55:49.185838Z,-154.54
2025-09-26T17:55:50.185838Z,-161.31
2025-09-26T17:55:51.185838Z,-156.58
